first_name,last_name,hard_skills,soft_skills,teamwork,creativity,class
Amina,Mabrouk,1.08,0.6,4.69,0.44,3A88
Foued,Fourati,3.7,2.05,2.86,1.87,1A80
Rami,Zayani,2.94,0.93,4.31,2.12,2A32
Yasmine,Lahmar,1.7,4.89,2.73,0.86,5ARCTIC60
Meriem,Jebali,2.88,0.3,1.39,0.15,3B60
Sonia,Ben Amor,3.17,2.48,1.69,4.55,2P30
Hela,Khemiri,3.71,4.44,4.1,4.69,1A39
Anis,Ben Salah,4.39,4.56,0.94,2.77,5ARCTIC60
Hedi,Chouchene,2.2,2.15,3.15,1.53,5SE99
Youssef,Sassi,1.9,4.0,1.32,4.35,5SIM56
Ahmed,Haddad,2.78,2.91,1.52,2.84,1A48
Cyrine,Slimani,3.11,0.21,2.29,1.54,2A63
Anis,Maaloul,4.47,3.28,3.08,0.17,5SLEAM43
Fatma,Gharbi,2.08,2.74,1.46,3.62,2A27
Sonia,Toumi,3.86,3.6,0.65,3.01,1A55
Wided,Mansour,2.08,1.56,1.35,2.91,2P36
Wafa,Zouari,4.07,4.1,4.14,1.25,5SIM57
Farah,Zayani,2.08,1.72,3.39,0.84,5GAMIX79
Wided,Zouari,1.56,0.76,4.33,1.94,3B23
Ghassen,Ben Salah,4.41,4.64,2.72,4.85,5IOSYS7
Amine,Chouchene,4.66,4.82,3.48,0.96,5SE100
Sonia,Maaloul,0.23,0.92,1.03,1.14,5GAMIX42
Skander,Ben Ali,4.24,4.51,0.66,4.51,5ARCTIC86
Manel,Chebbi,4.25,1.27,0.41,2.83,2A89
Oussama,Ben Ali,1.46,3.07,3.41,0.28,1A18
Marwen,Hamdi,0.28,1.24,4.88,2.88,3A96
Dorra,Bouazizi,4.6,3.7,4.5,1.89,5SE32
Ines,Khemiri,0.8,4.44,2.02,3.26,1A13
Chokri,Turki,3.66,1.96,0.28,1.13,1A64
Ghada,Khlifi,3.24,0.15,1.28,4.29,5BI77
Wassim,Mejri,0.94,2.5,1.76,0.46,1A16
Chaima,Mabrouk,0.28,0.91,0.39,3.48,1A13
Hedi,Makni,1.12,3.72,1.96,4.94,5IOSYS22
Asma,Ammar,1.51,1.72,3.28,4.6,2P19
Haythem,Toumi,3.56,4.27,1.99,2.22,3B23
Manel,Khlifi,3.6,1.67,0.2,1.22,5SE32
Olfa,Trabelsi,2.18,0.25,0.77,0.91,2A49
Ismail,Zouari,1.73,2.6,3.53,0.1,2A6
Khadija,Jaziri,1.65,4.16,3.82,2.47,3B85
Mourad,Driss,1.01,2.13,3.97,0.65,2A98
Karim,Ferjani,1.33,4.25,3.26,0.75,5SE99
Mehdi,Jebali,4.84,4.8,4.91,1.34,3B67
Lobna,Toumi,4.74,0.76,0.5,2.91,4GAMIX39
Ines,Zouari,0.01,0.23,3.48,0.66,3B11
Amina,Mansour,0.67,3.93,0.62,4.2,2A49
Ali,Karoui,0.18,0.47,0.64,3.97,4GAMIX39
Farah,Toumi,0.28,0.26,1.7,1.68,4NIDS26
Ines,Maaloul,2.64,0.61,3.09,1.32,1A95
Zaineb,Zouari,4.51,2.06,1.8,1.55,5NIDS35
Nadia,Slimani,3.9,0.14,1.95,4.46,5IOSYS22
Sarra,Nasri,0.35,4.01,2.43,0.22,1A48
Sonia,Jlassi,1.11,1.06,3.0,4.29,2A6
Zaineb,Chaabane,3.41,1.22,4.15,0.9,5TWIN79
Aymen,Sassi,3.6,2.5,4.72,0.75,4ARCTIC87
Nadia,Nasri,4.95,4.17,4.75,0.49,5INFINI39
Hedi,Mejri,0.27,0.42,4.95,2.4,5SE32
Cyrine,Saidi,3.33,0.85,4.84,1.31,1A16
Salma,Ghanouchi,0.22,1.46,1.45,2.62,1A55
Rania,Jebali,3.89,2.58,3.46,0.75,1A74
Meriem,Gharbi,0.33,4.28,0.45,4.66,5SIM56
Samira,Bouazizi,2.79,3.17,0.17,1.2,5BI77
Hamza,Chaabane,0.3,3.26,2.58,3.28,3B49
Salma,Mejri,0.71,3.35,1.35,1.75,1A33
Lobna,Miled,1.17,0.88,4.61,3.55,1A62
Marwen,Abidi,0.0,3.86,1.56,4.58,4SIM89
Salma,Saidi,0.1,0.43,0.52,0.03,3A10
Mehdi,Ammar,4.4,4.05,0.06,4.27,3A55
Rim,Nasri,0.2,3.4,3.96,2.56,2A98
Yasmine,Sassi,4.94,0.76,4.49,3.09,3B67
Asma,Bouazizi,0.07,0.09,3.78,3.98,2A99
Nizar,Trabelsi,4.4,2.09,4.89,3.54,4SIM89
Lobna,Ghanouchi,2.32,0.17,2.64,2.2,4SIM62
Chokri,Makni,3.24,2.23,0.13,0.16,2A63
Meriem,Bouazizi,1.24,0.39,0.04,1.28,5SAE59
Rami,Ghanouchi,3.22,3.31,4.94,3.77,5SAE2
Eya,Gharbi,4.26,0.91,1.29,4.41,4GAMIX39
Zied,Zayani,4.8,0.42,1.47,0.59,1A77
Ghada,Mabrouk,4.98,1.55,4.88,4.87,1A7
Walid,Saidi,4.24,1.59,0.59,1.52,2A35
Ali,Bouazizi,1.08,2.56,0.06,3.65,4GAMIX39
Amine,Belkhir,2.34,0.88,3.81,1.63,2P36
Zied,Ferjani,1.0,3.38,3.03,0.85,2A32
Hamza,Rekik,1.85,2.91,0.87,2.99,1A85
Olfa,Abidi,3.37,4.34,1.78,1.41,1A62
Siwar,Jlassi,3.56,4.57,0.3,3.57,3A88
Nadia,Karoui,1.09,3.3,0.32,2.47,1A48
Iheb,Miled,4.23,0.33,0.88,3.85,1A80
Hamza,Fourati,2.02,4.28,3.79,2.65,1A85
Bilel,Jlassi,1.05,1.39,4.75,1.8,3B60
Lotfi,Toumi,0.29,3.47,3.83,0.23,5GAMIX42
Manel,Cherif,2.49,4.97,3.01,1.57,1A95
Rim,Makni,4.84,1.03,1.08,4.1,1A82
Lobna,Chebbi,0.39,1.56,3.02,3.29,5SE100
Lina,Chaabane,4.29,0.29,3.12,4.41,4SIM89
Hatem,Jlassi,1.96,4.6,2.56,3.33,1A33
Meriem,Ammar,2.96,4.8,1.34,1.77,4GAMIX39
Ismail,Driss,2.05,2.81,1.71,0.13,3B96
Meriem,Maaloul,3.57,2.26,0.1,2.67,3A55
Skander,Haddad,1.92,4.42,2.69,2.68,5SAE59
Chaima,Ben Ali,2.07,0.92,1.99,3.88,3A55
Wassim,Rekik,2.66,2.67,2.67,3.13,5ARCTIC86
Amine,Ben Amor,4.44,3.14,2.79,0.9,2A49
Amine,Sassi,1.12,3.58,0.76,2.5,3B12
Fatma,Trabelsi,1.31,1.66,4.31,0.92,2A71
Sami,Haddad,0.22,2.13,0.78,4.33,1A77
Oumaima,Slimani,1.87,2.09,3.56,2.21,5IOSYS22
Wided,Hamdi,3.2,4.15,3.95,0.87,1A10
Wided,Ayari,2.09,1.87,1.19,3.76,3A73
Zaineb,Sassi,0.75,3.78,2.28,3.75,2A73
Rim,Belkhir,0.81,1.68,4.71,2.87,5SIM56
Mariem,Chouchene,1.82,2.27,1.1,2.6,2A31
Aymen,Kanzari,3.15,4.9,3.31,3.51,3B84
Hend,Ghanouchi,1.0,3.87,4.47,1.42,3B93
Leila,Khlifi,0.32,4.54,2.6,1.29,3B67
Ahmed,Sassi,4.49,4.09,2.94,4.15,1A39
Hend,Rekik,2.09,3.07,3.09,2.99,5SLEAM43
Mourad,Jlassi,2.64,0.99,3.31,3.39,5SE32
Nour,Gharbi,1.0,4.62,4.96,4.58,3B49
Youssef,Belkhir,1.1,0.3,4.43,2.03,2A4
Hiba,Haddad,3.37,3.8,2.04,3.43,3A88
Adel,Khemiri,1.67,4.68,2.6,1.19,5TWIN27
Olfa,Zayani,4.32,2.87,1.58,4.8,2A27
Chaima,Mejri,3.71,1.58,2.1,2.69,1A13
Cyrine,Mabrouk,2.24,1.21,2.3,4.9,5IOSYS22
Salma,Lahmar,4.23,1.65,3.31,4.34,2A63
Haythem,Ben Salah,4.56,1.66,1.75,4.43,1A13
Marwen,Zayani,3.26,0.77,0.47,1.72,5SLEAM43
Ghada,Ayari,2.81,4.0,0.45,3.12,3A19
Samira,Mabrouk,2.04,3.47,1.02,4.57,5GAMIX79
Asma,Belkhir,4.07,0.16,3.52,3.73,3B96
Mohamed,Slimani,3.6,0.85,1.58,1.63,4SAE18
Wafa,Makni,3.07,1.27,3.49,4.81,3A55
Nizar,Kanzari,4.75,1.5,2.98,2.07,2P51
Zaineb,Ben Amor,3.84,4.36,0.62,0.37,2P30
Ghassen,Zouari,4.5,3.58,4.63,2.62,2A6
Nabil,Toumi,0.67,4.39,1.5,2.94,3B81
Amel,Karoui,4.62,4.33,1.14,2.54,2A58
Ismail,Chouchene,2.5,3.31,3.93,3.59,1A74
Emna,Fourati,4.3,3.29,4.34,0.52,3B60
Ali,Chaabane,4.94,1.05,1.62,4.06,3B85
Manel,Hamdi,0.44,3.37,1.78,0.96,2A27
Hamza,Lahmar,4.07,2.7,4.27,1.76,4SAE18
Karim,Makni,1.36,2.99,0.71,3.12,4NIDS26
Adel,Rekik,4.45,4.14,2.17,2.8,1A80
Skander,Driss,0.56,3.26,1.84,3.63,3A97
Sabrine,Ben Amor,4.37,4.4,4.77,3.19,1A82
Olfa,Ammar,2.44,1.21,2.46,0.07,4BI6
Leila,Saidi,0.78,3.72,4.85,2.8,2A77
Rania,Abidi,2.96,1.84,4.06,0.9,1A90
Hatem,Chaabane,1.73,2.18,1.25,4.38,4ARCTIC27
Mehdi,Ben Salah,1.22,1.68,1.61,1.77,4IOSYS40
Foued,Gharbi,1.44,1.13,3.08,1.11,2P21
Fatma,Cherif,1.78,2.41,1.46,4.18,1A82
Mehdi,Makni,4.82,0.27,0.09,4.88,1A23
Ghassen,Ferjani,1.04,1.2,0.78,1.75,2A25
Aymen,Jebali,3.48,3.32,4.01,1.6,2A32
Hela,Rekik,2.92,2.0,3.89,0.3,2P21
Haythem,Fourati,3.38,3.93,1.1,3.76,1A10
Bechir,Chaabane,0.44,3.4,3.49,0.34,1A16
Fethi,Chebbi,1.79,4.23,2.65,1.37,2P19
Hichem,Gharbi,3.88,4.58,1.14,2.34,3B67
Olfa,Belkhir,2.13,3.78,2.52,4.43,1A55
Marwen,Kanzari,0.35,2.41,3.81,2.41,3B81
Khadija,Chebbi,2.1,3.81,0.7,4.47,3B67
Chaima,Sassi,0.01,3.09,2.62,3.34,5SIM57
Olfa,Ben Salah,1.68,2.32,3.36,2.77,3B84
Hela,Slimani,0.35,0.57,3.61,1.0,2A71
Youssef,Bouazizi,1.5,2.07,1.43,1.3,3B67
Anis,Slimani,2.03,0.58,3.24,1.84,1A82
Rym,Karoui,1.38,4.74,4.73,4.44,2P51
Oussama,Zouari,2.76,1.96,0.29,4.67,5ARCTIC86
Yasmine,Gharbi,0.09,3.35,1.91,2.94,1A43
Amina,Jebali,0.87,4.23,3.77,2.04,2P21
Lobna,Abidi,1.62,1.08,3.2,4.29,5IOSYS5
Nabil,Saidi,3.87,3.7,4.46,2.01,2A31
Fares,Cherif,4.89,4.97,1.06,2.59,2A75
Karim,Jebali,4.79,4.36,2.89,0.26,2A75
Eya,Ayari,1.1,0.89,1.18,4.96,1A43
Fares,Zouari,3.93,4.08,3.11,2.26,5SE100
Rim,Abidi,2.68,0.02,4.56,0.27,1A77
Bilel,Ghanouchi,3.07,4.8,2.02,0.11,4ARCTIC87
Fares,Chouchene,4.95,3.38,3.95,0.44,2P99
Amel,Ben Amor,3.75,2.77,1.96,3.26,1A90
Nour,Khemiri,3.58,4.68,0.7,2.86,3B11
Adel,Ben Amor,4.18,0.52,1.8,3.12,2P30
Hiba,Khlifi,2.42,0.58,4.55,4.72,3A88
Wided,Driss,2.95,1.62,0.27,3.72,5GAMIX57
Chaima,Makni,1.21,3.35,0.06,4.22,3A55
Adel,Chaabane,2.94,2.56,2.27,2.83,2A75
Wafa,Gharbi,2.85,3.45,4.61,4.12,3A96
Sami,Makni,2.77,1.12,4.9,2.33,2P30
Cyrine,Turki,4.39,2.41,0.36,0.11,3A60
Hamza,Nasri,4.84,3.09,3.36,2.54,5GAMIX79
Hedi,Saidi,0.57,4.16,3.98,1.92,1A95
Rania,Saidi,3.77,4.88,0.54,2.57,1A74
Chaima,Trabelsi,0.35,1.95,4.27,1.64,2A6
Leila,Ghanouchi,4.81,4.66,4.27,3.71,3B12
Ismail,Khemiri,3.15,0.73,2.94,4.16,5NIDS7
Olfa,Kanzari,2.81,3.23,3.22,3.07,1A43
Adel,Cherif,3.82,2.05,0.38,1.82,2A99
Leila,Ben Amor,1.65,0.79,2.01,4.95,3A70
Ahmed,Mejri,0.59,4.84,2.44,3.81,4SIM89
Rami,Haddad,1.28,2.18,3.31,4.93,1A92
Fethi,Mejri,1.23,2.69,1.29,1.08,5TWIN27
Farah,Turki,3.54,4.36,4.21,0.18,4ARCTIC27
Sonia,Nasri,0.17,3.96,0.77,1.42,2A49
Nizar,Abidi,2.47,4.84,2.36,1.64,2P30
Eya,Saidi,4.92,2.0,3.79,1.81,5GAMIX79
